source_name,source_link,event_id,event_date,event_time,location_description,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,storm_name,event_import_id,country_name,country_code,admin_division_name,admin_division_population,gazeteer_closest_point,gazeteer_distance,submitted_date,created_date,last_edited_date,longitude,latitude
The Montgomery Herald,http://www.montgomery-herald.com/news/road-crews-stay-busy-tuesday-morning-clearing-mudslides-along/article_12f4c27c-e316-11e6-9e8a-97f945767a89.html,10300,1/24/2017 20:14,5:00,"US-60, Smithers, West Virginia, 25186",5km,landslide,continuous_rain,small,above_road,0,0,,,,,,,,,10/30/2017 19:14,11/20/2017 15:17,2/15/2018 15:51,-81.30458817,38.1779061
ABC Channel 7,http://abc7news.com/weather/orinda-home-severely-damaged-by-mudslide/1746348/,10182,2/8/2017 21:15,9:00,"Sleepy Hollow Area, Orinda, California",exact,landslide,rain,medium,natural_slope,0,0,,,,,,,,,10/20/2017 20:15,11/20/2017 15:17,2/15/2018 15:51,-122.1881147,37.9146524
Del Norte Triplicate,http://www.triplicate.com/news/localnews/5139203-151/rockslide-closes-101-north-of-leggett,10222,3/9/2017 17:22,unknown,"US 101, Leggett, California 95585",1km,rock_fall,freeze_thaw,small,above_road,0,0,,,,,,,,,10/5/2017 16:22,11/20/2017 15:17,2/15/2018 15:51,-123.767061,39.917148
Stuff,http://www.stuff.co.nz/national/nz-earthquake/86949154/digger-balances-on-top-of-slip-in-effort-to-repair-severed-road,10119,11/28/2016 13:59,,"Awatere Valley Road, near Marlborough, New Zealand",50km,landslide,other,medium,above_road,0,0,,,,,,,,,7/17/2017 12:59,11/20/2017 15:17,2/15/2018 15:51,173.725986,-41.849833
Mindanao Times,http://mindanaotimes.net/landslide-closes-mawab-highway/,10109,10/23/2016 14:24,20:00,"Mawab Highway, Km. 68",5km,landslide,rain,medium,above_road,0,0,,,,,,,,,7/11/2017 14:24,11/20/2017 15:17,2/15/2018 15:51,125.917248,7.513007
The Press Democrat,http://www.pressdemocrat.com/news/6579225-181/russian-river-residents-forced-from?artslide=0,10212,1/9/2017 16:56,unknown,"Santa Rosa Ave, Guerneville, California, 95446",1km,mudslide,downpour,medium,natural_slope,0,0,,,,,,,,,10/26/2017 15:56,11/20/2017 15:17,2/15/2018 15:51,-123.0182724,38.48712641
Santa Cruz Sentinel,http://www.santacruzsentinel.com/article/NE/20170109/NEWS/170109771,10167,1/9/2017 15:19,unknown,"16174-16350 Bear Creek Rd, Boulder Creek, California, 95006",1km,landslide,rain,small,above_road,0,0,,,,,,,,,11/7/2017 15:19,11/20/2017 15:17,2/15/2018 15:51,-122.0876958,37.14797807
Maui Now,http://mauinow.com/2016/11/21/hana-highway-closed-in-haiku-due-to-landlside/,10058,11/21/2016 15:00,21:00,"Mile Marker 14, Hana Highway, Hawaii",exact,landslide,rain,small,above_road,0,0,,,,,,,,,7/12/2017 14:00,11/20/2017 15:17,2/15/2018 15:51,-156.168305,20.855596
The Press Democrat,http://www.pressdemocrat.com/news/6930139-181/landslides-again-close-highway-101?ref=related&artslide=0,10221,4/26/2017 13:17,22:00,"95587, Piercy, California, USA",1km,landslide,rain,medium,above_road,0,0,,,,,,,,,7/17/2017 13:17,11/20/2017 15:17,2/15/2018 15:51,-123.7495218,39.90752824
NBC Bay Area,https://www.nbcbayarea.com/news/local/Sinkhole-in-Pinole-Closed-Roads-in-Contra-Costa-County-410434845.html,10185,1/11/2017 17:02,unknown,"Alhambra Valley Rd, Martinez, California, 94553",exact,mudslide,flooding,medium,below_road,0,0,,,,,,,,,11/7/2017 17:02,11/20/2017 15:17,2/15/2018 15:51,-122.2424441,37.97157094
Fox News,http://www.foxnews.com/us/2017/03/05/heavy-storms-leave-monks-trapped-in-california-monastery.html,10121,3/5/2017 16:52,unknown,"62475 CA-1, Big Sur, CA 93920",5km,mudslide,rain,medium,above_road,0,0,,,,,,,,,10/10/2017 15:52,11/20/2017 15:17,2/15/2018 15:51,-121.534139,36.026196
Davao del Norte,http://www.davaodelnorte.gov.ph/index.php/news/274-massive-rain-landslide-hit-davnor,10106,1/24/2017 22:33,unknown,"Sta. Fe, New Corella, Davao del Norte, Philippines",5km,landslide,rain,medium,natural_slope,0,0,,,,,,,,,10/27/2017 21:33,11/20/2017 15:17,2/15/2018 15:51,125.8334627,7.578214838
Channel 11 News WPXI,http://www.wpxi.com/news/mcardle-roadway-closed-due-to-landslide/498970615,10269,3/2/2017 20:30,unknown,"PJ McArdle Rdwy, Pittsburgh, Pennsylvania, 15211",1km,landslide,rain,small,above_road,0,0,,,,,,,,,10/10/2017 19:30,11/20/2017 15:17,2/15/2018 15:51,-80.00745413,40.4325874
KRON Channel 4,http://kron4.com/2017/03/06/video-sir-francis-drake-boulevard-closed-in-fairfax-due-to-mudslide/,10190,3/6/2017 21:02,unknown,"3055-3089 Sir Francis Drake Blvd, Fairfax, CA 94930",exact,mudslide,rain,small,above_road,0,0,,,,,,,,,10/5/2017 20:02,11/20/2017 15:17,2/15/2018 15:51,-122.611728,38.002075
KION Channel 5/46,http://www.kion546.com/news/santa-cruz-county/mudslide-closes-highway-152-near-hecker-pass/314724427,10139,2/6/2017 20:58,unknown,"1082-1098 Hecker Pass Rd, Watsonville, California, 95076",1km,mudslide,rain,small,above_road,0,0,,,,,,,,,10/25/2017 19:58,11/20/2017 15:17,2/15/2018 15:51,-121.7142246,36.99061086
SFBay.ca,https://sfbay.ca/2017/01/20/mudslides-partially-block-highway-9/,10154,1/20/2017 14:59,5:00,"4850-4898 CA-9, Felton, California, 95018",exact,mudslide,rain,small,above_road,0,0,,,,,,,,,11/6/2017 14:59,11/20/2017 15:17,2/15/2018 15:51,-122.0650843,37.03562826
WPXI,http://www.wpxi.com/news/top-stories/landslide-forces-wilkins-township-family-temporarily-out-of-home/509585393,10261,4/6/2017 13:22,,"Gardenia Dr, Turtle Creek, Pennsylvania, 15145",1km,landslide,rain,small,above_road,0,0,,,,,,,,,7/14/2017 13:22,11/20/2017 15:17,2/15/2018 15:51,-79.82994351,40.42020137
Santa Cruz Sentinel,http://www.santacruzsentinel.com/article/NE/20170324/NEWS/170329816,10147,3/25/2017 17:32,unknown,"CA-17 S, Santa Cruz, California, 95060",exact,landslide,rain,small,above_road,0,0,,,,,,,,,9/21/2017 17:32,11/20/2017 15:17,2/15/2018 15:51,-122.0212582,37.00129086
Santa Cruz Sentinel,http://www.santacruzsentinel.com/article/NE/20170109/NEWS/170109771,10165,1/9/2017 15:19,unknown,"11715 CA-9, Boulder Creek, California, 95006",1km,mudslide,rain,small,engineered_slope,0,0,,,,,,,,,11/7/2017 15:19,11/20/2017 15:17,2/15/2018 15:51,-122.1146955,37.10839705
Cloverdale Reveille,http://www.sonomawest.com/cloverdale_reveille/news/latest-storm-causes-mudflow-power-outages/article_1ae832ae-ed9b-11e6-baee-7739c47cdd9a.html,10216,2/7/2017 20:58,unknown,"26922-26974 N Cloverdale Blvd, Cloverdale, California, 95425",1km,landslide,rain,small,above_road,0,0,,,,,,,,,10/25/2017 19:58,11/20/2017 15:17,2/15/2018 15:51,-123.0225391,38.81859944
The Tribune,http://www.sanluisobispo.com/news/local/article126139904.html,10135,1/6/2017 17:02,unknown,"3009-3015 CA-41, Morro Bay, California, 93442",1km,landslide,rain,large,natural_slope,0,0,,,,,,,,,11/7/2017 17:02,11/20/2017 15:17,2/15/2018 15:51,-120.7711518,35.42818822
Stuff - The Press,http://www.stuff.co.nz/the-press/news/88557330/arthurs-lewis-pass-closed-due-to-flooding-slips,10116,1/18/2017 15:59,unknown,"Deception Point, Arthurs Pass National Park",1km,landslide,rain,medium,above_road,0,0,,,,,,,,,11/6/2017 15:59,11/20/2017 15:17,2/15/2018 15:51,171.5574912,-42.84729726
Paso Robles Daily News,https://pasoroblesdailynews.com/flooding-rock-slides-block-lanes-highway-101/66579/,10131,1/20/2017 15:39,unknown,"7700-7798 US-101 S, Paso Robles, California, 93446",1km,rock_fall,downpour,small,above_road,0,0,,,,,,,,,11/6/2017 15:39,11/20/2017 15:17,2/15/2018 15:51,-120.6979166,35.7215834
The Mendocino Voice,https://www.mendovoice.com/2017/01/road-and-weather-jan-19/,10224,1/19/2017 21:23,8:00,"5700 Orr Springs Rd, Ukiah, California, 95482",exact,debris_flow,rain,small,above_road,0,0,,,,,,,,,11/6/2017 21:23,11/20/2017 15:17,2/15/2018 15:51,-123.2847718,39.19874154
San Francisco Examiner,http://www.sfexaminer.com/landslide-closes-oshaughnessy-boulevard-diamond-heights/,10189,1/10/2017 20:38,unknown,"Oshaughnessy Blvd, San Francisco, California, 94127",exact,landslide,continuous_rain,small,above_road,0,0,,,,,,,,,11/1/2017 19:38,11/20/2017 15:17,2/15/2018 15:51,-122.4432161,37.73969582
WPXI Channel 11 News,http://www.wpxi.com/weather/overnight-snow-causes-problems-as-storm-warnings-advisories-remain-in-effect/491605202,10271,2/9/2017 22:04,6:00,"Duquesne-Dravosburg Rd, Dravosburg, Pennsylvania, 15034",1km,landslide,snowfall_snowmelt,small,above_road,0,0,,,,,,,,,10/13/2017 21:04,11/20/2017 15:17,2/15/2018 15:51,-79.87463695,40.35664064
Africa Review,http://www.africareview.com/news/Landslide-kills-16-in-Madagascar/979180-3844502-q9fhn2z/,10083,3/7/2017 16:30,unknown,"Vatomandry, Toamasina Province, Madagascar",5km,landslide,downpour,large,unknown,16,,Cyclone Enawo,,,,,,,,10/6/2017 15:30,11/20/2017 15:17,2/15/2018 15:51,48.977796,-19.330294
AccuWeather,https://www.accuweather.com/en/weather-news/photos-storm-unleashes-travel-disrupting-snow-mudslides-across-northern-california/70000918,10141,2/21/2017 16:54,unknown,"13651-14989 Mt Hamilton Rd, Mount Hamilton, California, 95140",5km,landslide,downpour,small,below_road,0,0,,,,,,,,,10/18/2017 15:54,11/20/2017 15:17,2/15/2018 15:51,-121.7716119,37.37241248
USDA Forest Service,https://www.fs.usda.gov/detail/stnf/news-events/?cid=FSEPRD534681,10235,3/7/2017 16:30,unknown,"Fenders Ferry Rd, Montgomery Creek, California, 96065",1km,rock_fall,downpour,medium,above_road,0,0,,,,,,,,,10/6/2017 15:30,11/20/2017 15:17,2/15/2018 15:51,-122.110964,40.91213877
"Channel 10 News, ABC",http://news10.com/2017/03/29/landslide-threatens-two-buildings-in-amsterdam/,10250,3/27/2017 16:36,unknown,"192 Forbes St, Amsterdam, New York, 12010",exact,mudslide,leaking_pipe,small,urban,0,0,,,,,,,,,9/15/2017 16:36,11/20/2017 15:17,2/15/2018 15:51,-74.176972,42.93062217
The Himalayan Times,https://thehimalayantimes.com/nepal/landslide-halts-vehicular-movement-along-hetauda-kathmandu-route/,10884,6/21/2017 13:16,,"Daman, Narayani Zone, Nepal",10km,landslide,downpour,small,above_road,0,0,,,,,,,,,7/7/2017 13:16,12/7/2017 19:58,2/15/2018 15:51,85.09556375,27.61274095
The Tribune,http://www.sanluisobispo.com/news/weather/article121245173.html,10127,12/15/2016 14:22,19:00,Y:35.770582 X:-121.323815,exact,translational_slide,rain,medium,above_road,0,0,,,,,,,,,7/26/2017 13:22,11/20/2017 15:17,2/15/2018 15:51,-121.323815,35.770582
WSAZ,http://www.wsaz.com/content/news/Rock-slide-closes-Route-85-in-Boone-County-419981193.html,10289,4/20/2017 17:55,14:00,"13601-13699 Pond Fork Rd, Madison, West Virginia, 25130",1km,rock_fall,rain,small,above_road,0,0,,,,,,,,,7/26/2017 17:55,11/20/2017 15:17,2/15/2018 15:51,-81.73845939,37.99578839
Relief Web,http://reliefweb.int/report/indonesia/five-victims-manado-flood-and-landslide-found,10100,12/17/2016 14:02,unknown,"Bumi Nyiur, Wanea, Manado, Sulawesi Utara",1km,landslide,rain,small,above_road,1,0,,,,,,,,,8/3/2017 13:02,11/20/2017 15:17,2/15/2018 15:51,124.85034,1.45079
WTOV 9,http://wtov9.com/news/local/state-route-151-us-250-will-undergo-repairs,10274,4/28/2017 13:17,,"44962-45350 Jewett Hopedale Rd, Jewett, Ohio, 43986",1km,landslide,rain,small,above_road,0,0,,,,,,,,,7/17/2017 13:17,11/20/2017 15:17,2/15/2018 15:51,-80.96197002,40.34846467
Pittsburgh Post-Gazette,http://www.post-gazette.com/local/east/2017/03/21/Landslide-closes-Route-22-Monroeville/stories/201703210159,10260,3/21/2017 15:11,13:00,"3858 William Penn Hwy, Monroeville, Pennsylvania, 15146",exact,landslide,no_apparent_trigger,small,above_road,0,0,,,,,,,,,9/27/2017 15:11,11/20/2017 15:17,2/15/2018 15:51,-79.78054802,40.43687977
Billings Gazette,http://billingsgazette.com/news/local/rock-slide-closes-zimmerman-trail-wednesday-morning/article_e9fa031f-8db9-5bd1-a51f-9544e036331a.html,10079,5/3/2017 19:03,22:00,"Zimmerman Trl, Billings, Montana, USA",exact,rock_fall,unknown,small,above_road,0,0,,,,,,,,,7/14/2017 19:03,11/20/2017 15:17,2/15/2018 15:51,-108.5966677,45.80251997
Santa Cruz Sentinel,http://www.santacruzsentinel.com/article/NE/20170109/NEWS/170109771,10166,1/9/2017 15:19,unknown,"13501-13599 Bear Creek Rd, Boulder Creek, California, 95006",exact,landslide,rain,small,below_road,0,0,,,,,,,,,11/7/2017 15:19,11/20/2017 15:17,2/15/2018 15:51,-122.1211344,37.12855432
CBS 4 Indy,http://cbs4indy.com/2017/05/05/landslide-threatens-to-topple-putnam-county-home/,10434,5/4/2017 13:22,15:00,"16-17 Mill Springs Rd, Bainbridge, Indiana, USA",exact,landslide,downpour,small,above_river,0,0,,,,,,,,,7/14/2017 13:22,11/20/2017 15:17,2/15/2018 15:51,-86.72234803,39.72539392
The Maui News,http://www.mauinews.com/news/local-news/2017/01/heavy-rain-landslides-wreak-havoc-close-hana-highway/,10056,12/31/2016 16:08,unknown,"Milepost 9.5, 9966-10182 Hana Hwy, Haiku, Hawaii, 96708",exact,landslide,downpour,small,above_road,0,0,,,,,,,,,9/12/2017 15:08,11/20/2017 15:17,2/15/2018 15:51,-156.1869577,20.8755957
The Bradford Era,http://www.bradfordera.com/news/cause-of-death-released-for-kersey-landfill-victim/article_611acf98-f264-11e6-b955-43a1273a24fd.html,10255,2/8/2017 18:40,14:00,"Greentree Landfill, 15846, Kersey, Pennsylvania",exact,landslide,construction,small,engineered_slope,1,0,,,,,,,,,10/18/2017 17:40,11/20/2017 15:17,2/15/2018 15:51,-78.64694429,41.296315
WTOV Channel 9 FOX,http://wtov9.com/news/local/weather-causes-brush-fire-rock-slide,10273,3/8/2017 20:35,unknown,"Route 50 (Country Road 50), between Hammondsville and Irondale, Ohio",1km,rock_fall,rain,small,above_road,0,0,,,,,,,,,10/6/2017 19:35,11/20/2017 15:17,2/15/2018 15:51,-80.715029,40.56288
NZ Herald,http://www.nzherald.co.nz/nz/news/article.cfm?c_id=1&objectid=11747762,10117,11/13/2016 15:00,,30 miles South of Kaikoura,10km,landslide,rain,large,above_road,0,0,,,,,,,,,7/12/2017 14:00,11/20/2017 15:17,2/15/2018 15:51,173.487651,-42.521674
The Jakarta Post,https://www.pressreader.com/indonesia/the-jakarta-post/20170131/281638189929492,10095,1/31/2017 21:54,unknown,"Bone Raya, Bone Bolango Regency, Gorontalo, Indonesia",5km,landslide,downpour,unknown,natural_slope,0,0,,,,,,,,,10/26/2017 20:54,11/20/2017 15:17,2/15/2018 15:51,123.3382454,0.324315182
Nyoooz,https://www.nyoooz.com/news/dehradun/776445/landslides-in-garhwal-leave-travellers-stranded-for-hours/,10068,4/5/2017 13:19,22:00,"Bhatwari, Uttarkashi, Uttarakhand, India",1km,landslide,downpour,small,above_road,0,0,,,,,,,,,8/4/2017 13:19,11/20/2017 15:17,2/15/2018 15:51,78.6179215,30.81350174
The Express,http://www.lockhaven.com/uncategorized/2017/01/rockslide-closes-route-120-near-keating/,10254,1/26/2017 20:56,unknown,"Renovo Rd, Westport, Pennsylvania, 17778",1km,rock_fall,rain,small,above_road,0,0,,,,,,,,,10/30/2017 19:56,11/20/2017 15:17,2/15/2018 15:51,-77.90853269,41.26238872
Business Recorder,http://www.brecorder.com/general-news/172/1217016/,5206,7/26/2013 23:00,23:00,"Bone Pantai, Gorontalo",5km,landslide,monsoon,medium,unknown,,,,5206,Indonesia,ID,Gorontalo,0,Bilungala,5.31222,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,123.2322,0.4257
Des Moines Register,http://www.desmoinesregister.com/story/news/2017/01/24/landslide-behind-des-moines-city-hall-heres-what-happened/97012468/,10435,1/22/2017 21:52,unknown,"400 E 1st St, Des Moines, Iowa, 50309",exact,landslide,dam_embankment_collapse,small,urban,0,0,,,,,,,,,10/27/2017 20:52,11/20/2017 15:17,2/15/2018 15:51,-93.61704562,41.58901199
The Tribune,http://www.sanluisobispo.com/news/weather/article125167099.html,10120,1/6/2017 18:08,unknown,"CA-1, Ragged Point, San Simeon, California, 93452",1km,rock_fall,rain,medium,above_road,0,0,,,,,,,,,10/20/2017 17:08,11/20/2017 15:17,2/15/2018 15:51,-121.3288786,35.77900132
News in English,http://www.newsinenglish.no/2016/11/10/three-people-feared-dead-in-mudslide/,10249,11/10/2016 15:00,,"Asakveien, Sorum, Norway",5km,mudslide,construction,medium,,3,0,,,,,,,,,7/12/2017 14:00,11/20/2017 15:17,2/15/2018 15:51,11.181628,60.039944
Santa Cruz Sentinel,http://www.santacruzsentinel.com/general-news/20170104/santa-cruz-county-endures-mudslides-wrecks,10143,1/4/2017 14:48,5:00,"2657-2678 N Rodeo Gulch Rd, Soquel, California, 95073",exact,mudslide,rain,small,above_road,0,0,,,,,,,,,11/8/2017 14:48,11/20/2017 15:17,2/15/2018 15:51,-121.9616328,37.02125973
Nyoooz,https://www.nyoooz.com/news/dehradun/776445/landslides-in-garhwal-leave-travellers-stranded-for-hours/,10069,4/6/2017 13:19,,"Dharashu, Uttarkashi, Uttarakhand, India",1km,landslide,downpour,small,above_road,0,0,,,,,,,,,8/4/2017 13:19,11/20/2017 15:17,2/15/2018 15:51,78.3157525,30.61461423
Bernalwood,https://bernalwood.com/2017/02/21/epic-rains-trigger-mini-mudslide-on-bernal-hill/,10188,2/21/2017 16:54,unknown,"Bernal Heights Blvd, San Francisco, California, 94110",exact,mudslide,downpour,small,above_road,0,0,,,,,,,,,10/18/2017 15:54,11/20/2017 15:17,2/15/2018 15:51,-122.414222,37.742472
The National,http://www.thenational.com.pg/mt-hagen-landslide-buries-boys-alive/,10088,10/31/2016 14:24,unknown,"Mt. Hagen, Papau New Guinea",5km,landslide,rain,,,2,2,,,,,,,,,7/11/2017 14:24,11/20/2017 15:17,2/15/2018 15:51,144.236673,-5.857686
Liberty News,http://libertynews.com/2017/05/video-emerges-of-the-massive-may-8-rockslide-in-geiranger/,10248,5/8/2017 13:28,,"Geiranger Fjord, Norway",5km,landslide,unknown,large,above_coast,0,0,,,,,,,,,7/13/2017 13:28,11/20/2017 15:17,2/15/2018 15:51,7.095555556,62.12022162
Relief Web,http://reliefweb.int/report/indonesia/five-victims-manado-flood-and-landslide-found,10098,12/17/2016 14:02,unknown,"Dendengan Dalam, Manado, Indonesia",exact,landslide,rain,small,above_road,1,0,,,,,,,,,8/3/2017 13:02,11/20/2017 15:17,2/15/2018 15:51,124.859026,1.481724
WJAC 6,http://wjactv.com/news/local/rock-slide-closes-rt-219,10256,12/18/2016 19:27,12:00,"RT 291, Pennsylvania, USA",1km,rock_fall,rain,small,above_road,0,0,,,,,,,,,8/2/2017 18:27,11/20/2017 15:17,2/15/2018 15:51,-78.808062,40.684606
WSAZ 3,http://www.wsaz.com/content/news/Crews-clearing-rock-slide-on-Route-60-in-Montgomery-418324643.html,10297,4/5/2017 13:19,5:00,"12051-12743 E Dupont Ave, Cedar Grove, West Virginia, 25039",exact,landslide,rain,small,above_road,0,0,,,,,,,,,8/4/2017 13:19,11/20/2017 15:17,2/15/2018 15:51,-81.32476841,38.18548947
The Tribune-Democrat,http://www.tribdem.com/news/landslide-closes-portion-of-route-in-somerset-county/article_45371ec0-d3ca-11e6-852f-d3286f58204c.html,10257,1/5/2017 19:12,unknown,"383-399 Tire Hill Rd, Johnstown, Pennsylvania, 15905",exact,landslide,rain,small,above_road,0,0,,,,,,,,,11/8/2017 19:12,11/20/2017 15:17,2/15/2018 15:51,-78.92350659,40.27673341
Loop,http://www.looppng.com/png-news/huge-landslide-chimbu-leaves-400-families-homeless-52943,10089,2/19/2017 17:34,unknown,"Sinasina-Yongomugl, Papua New Guinea",5km,landslide,rain,very_large,above_road,0,0,,,,,,,,,10/18/2017 16:34,11/20/2017 15:17,2/15/2018 15:51,145.02236,-6.095327333
The Sacramento Bee,http://www.sacbee.com/news/local/transportation/article121176963.html,10230,12/15/2016 14:22,7:00,"Highway 299, Trinity County, CA",1km,rock_fall,,large,,0,0,,,,,,,,,7/26/2017 13:22,11/20/2017 15:17,2/15/2018 15:51,-123.32004,40.777504
Earth Chronicles,http://earth-chronicles.com/natural-catastrophe/landslide-in-indonesia.html,10094,5/13/2017 14:05,8:00,"Malivo village (??), Luwu Timur, Sulawesi Selatan, Indonesia",25km,landslide,continuous_rain,large,unknown,7,7,,,,,,,,,7/12/2017 14:05,11/20/2017 15:17,2/15/2018 15:51,120.9263077,-2.455868439
Business Recorder,http://www.brecorder.com/general-news/172/1217016/,5205,7/26/2013 23:00,23:00,"Bulawa, Gorontalo",5km,landslide,monsoon,medium,unknown,,,,5205,Indonesia,ID,Gorontalo,0,Bilungala,8.84379,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,123.2913,0.3653
Fox Channel 2 KTVU,http://www.ktvu.com/news/landslide-destroys-popular-clayton-roadway-stranding-residents-for-months-to-come,10214,2/24/2017 20:15,unknown,"Morgan Territory Road, outside of Clayton, Contra Costa County, California",1km,mudslide,rain,medium,below_road,0,0,,,,,,,,,10/4/2017 19:15,11/20/2017 15:17,2/15/2018 15:51,-121.871398,37.890359
AccuWeather,https://www.accuweather.com/en/weather-news/photos-storm-unleashes-travel-disrupting-snow-mudslides-across-northern-california/70000918,10196,2/21/2017 16:54,unknown,"311-399 Highland Ave, San Rafael, California, 94901",exact,landslide,downpour,small,above_road,0,0,,,,,,,,,10/18/2017 15:54,11/20/2017 15:17,2/15/2018 15:51,-122.4994394,37.97953546
Davao del Norte,http://www.davaodelnorte.gov.ph/index.php/news/274-massive-rain-landslide-hit-davnor,10107,1/24/2017 22:33,unknown,"Macgum, Davao del Norte, Philippines",5km,landslide,rain,medium,natural_slope,0,0,,,,,,,,,10/27/2017 21:33,11/20/2017 15:17,2/15/2018 15:51,125.8603905,7.674494083
